favorite_count,Followers,Follower_Change,Num_Tweets,Year,Month,Week,Day,Hour,Holiday,Word_Count,Any_urls,Character_Count,avg_word_len,Num_Stopwords,Any_Hashtags,Num_Hashtags,Any_Mentions,Num_Mentions,Num_Upper,Upper,Num_Exclaim,Any_Clinton,Any_Obama,Any_MAGA,Any_ad,FakeNews,Any_Immigration,JoinMe,Conference,Rally,Welcomes,Violence,tf,idf,tfidf,Sentiment,Subjectivity
77212,54505471.0,14206.0,30,2018,9,38,18,12,0,47,0,280,4.9787234042553195,25,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.007462686567164176,6.501463457041945,0.04851838400777569,0.4,1.0
76890,54505471.0,14206.0,30,2018,9,38,18,0,0,39,1,265,5.973684210526316,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006918238993710692,5.992608491481342,0.041458297739808025,0.0,0.0
80236,54491265.0,20253.0,7,2018,9,38,17,22,0,44,1,230,4.348837209302325,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.008154188287620458,5.782499531760486,0.04715158995505214,0.044642857142857144,0.24107142857142858
44773,54491265.0,20253.0,7,2018,9,38,17,21,0,27,1,157,5.24,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.012195121951219511,6.1033191300988845,0.07443072109876687,0.0,0.0
46150,54491265.0,20253.0,7,2018,9,38,17,20,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
60547,54491265.0,20253.0,7,2018,9,38,17,19,0,4,1,24,7.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.04545454545454545,5.819289339034839,0.26451315177431084,0.8,1.0
45738,54491265.0,20253.0,7,2018,9,38,17,18,0,18,1,86,4.3125,6,0,0,0,0,5,0,1,0,0,1,0,0,0,1,0,1,0,0,0.0196078431372549,6.0263486934798545,0.11816369987215401,0.0,0.0
87932,54491265.0,20253.0,7,2018,9,38,17,18,0,35,0,229,5.571428571428571,13,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007751937984496124,6.402612711727298,0.04963265668005657,0.0,0.0
102371,54491265.0,20253.0,7,2018,9,38,17,14,0,48,0,280,4.854166666666667,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.005910165484633569,6.566121047728971,0.03880686198421377,0.03333333333333333,0.5
80400,54491265.0,20253.0,7,2018,9,38,17,14,0,32,0,210,5.59375,13,0,0,1,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0075757575757575725,5.880339896341635,0.04454802951773964,-0.5,0.5
75366,54491265.0,20253.0,7,2018,9,38,17,10,0,31,0,161,4.225806451612903,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.01388888888888889,5.4983627484553175,0.07636614928410164,0.057575757575757565,0.33636363636363636
78851,54491265.0,20253.0,7,2018,9,38,17,10,0,45,0,259,4.777777777777778,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009090909090909092,5.5724124460149875,0.050658294963772624,0.41111111111111115,0.8777777777777778
61799,54491265.0,20253.0,7,2018,9,38,17,10,0,46,0,285,5.217391304347826,14,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.007994438651372957,6.199118173536407,0.04955846993094798,0.2875,0.47500000000000003
63198,54491265.0,20253.0,7,2018,9,38,17,1,0,26,0,148,4.730769230769231,7,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.011320754716981131,6.0750444052277865,0.0687740876063523,0.6,0.95
102204,54471012.0,20790.0,11,2018,9,37,16,22,0,15,0,98,5.6,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.014492753623188406,5.940139828335596,0.08608898301935647,0.6,0.25
44001,54471012.0,20790.0,11,2018,9,37,16,21,0,28,0,170,5.107142857142857,8,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0.00935672514619883,6.218131171481832,0.058181344294566846,-0.20000000000000004,0.4000000000000001
86362,54471012.0,20790.0,11,2018,9,37,16,21,0,18,0,115,5.444444444444445,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.014285714285714287,5.4025052137816765,0.07717864591116681,0.0,0.0
62983,54471012.0,20790.0,11,2018,9,37,16,16,0,30,0,186,5.233333333333333,11,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007692307692307693,5.888416960651647,0.04529551508193575,0.06166666666666667,0.495
98778,54471012.0,20790.0,11,2018,9,37,16,14,0,47,0,265,4.659574468085107,22,0,0,0,0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0.006097560975609758,5.155962632185235,0.03143879653771486,-0.5499999999999999,0.7916666666666666
67705,54471012.0,20790.0,11,2018,9,37,16,2,0,18,1,98,4.764705882352941,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.014492753623188406,6.122012988513973,0.08872482592049236,0.1,0.2
